"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WESF","WESF_ATTRIBUTES"
"US1COCF0055","SALIDA 1.8 SSW, CO US","38.5089","-106.0147","2311.6","2022-07-26",,,,,"0.8",",,N",,,,,,,,
"US1COCF0055","SALIDA 1.8 SSW, CO US","38.5089","-106.0147","2311.6","2022-07-27",,,,,"0.0",",,N","0.0",",,N",,,,,,
"US1COCF0055","SALIDA 1.8 SSW, CO US","38.5089","-106.0147","2311.6","2022-07-28",,,,,"2.5",",,N",,,,,,,,
"US1COCF0055","SALIDA 1.8 SSW, CO US","38.5089","-106.0147","2311.6","2022-07-29",,,,,"5.3",",,N",,,,,,,,
"US1COCF0055","SALIDA 1.8 SSW, CO US","38.5089","-106.0147","2311.6","2022-07-30",,,,,"1.0",",,N",,,,,,,,
"US1COCF0055","SALIDA 1.8 SSW, CO US","38.5089","-106.0147","2311.6","2022-07-31",,,,,"1.0",",,N",,,,,,,,
"US1COCF0055","SALIDA 1.8 SSW, CO US","38.5089","-106.0147","2311.6","2022-08-01",,,,,"0.5",",,N",,,,,,,,
"US1COCF0055","SALIDA 1.8 SSW, CO US","38.5089","-106.0147","2311.6","2022-08-02",,,,,"4.6",",,N",,,,,,,,
"US1COCF0055","SALIDA 1.8 SSW, CO US","38.5089","-106.0147","2311.6","2022-08-03",,,,,"0.0",",,N","0.0",",,N",,,,,,
"US1COCF0055","SALIDA 1.8 SSW, CO US","38.5089","-106.0147","2311.6","2022-08-04",,,,,"0.3",",,N",,,,,,,,
"US1COCF0055","SALIDA 1.8 SSW, CO US","38.5089","-106.0147","2311.6","2022-08-05",,,,,"5.8",",,N",,,,,,,,
"US1COCF0055","SALIDA 1.8 SSW, CO US","38.5089","-106.0147","2311.6","2022-08-06",,,,,"0.0",",,N","0.0",",,N",,,,,,
"US1COCF0055","SALIDA 1.8 SSW, CO US","38.5089","-106.0147","2311.6","2022-08-07",,,,,"0.0","T,,N",,,,,,,,
"US1COCF0055","SALIDA 1.8 SSW, CO US","38.5089","-106.0147","2311.6","2022-08-08",,,,,"3.3",",,N",,,,,,,,
"US1COCF0055","SALIDA 1.8 SSW, CO US","38.5089","-106.0147","2311.6","2022-08-09",,,,,"0.0",",,N","0.0",",,N",,,,,,
"US1COCF0055","SALIDA 1.8 SSW, CO US","38.5089","-106.0147","2311.6","2022-08-10",,,,,"0.0",",,N","0.0",",,N",,,,,,
"US1COCF0055","SALIDA 1.8 SSW, CO US","38.5089","-106.0147","2311.6","2022-08-11",,,,,"0.0",",,N","0.0",",,N",,,,,,
"US1COCF0055","SALIDA 1.8 SSW, CO US","38.5089","-106.0147","2311.6","2022-08-12",,,,,"0.0",",,N","0.0",",,N",,,,,,
"US1COCF0055","SALIDA 1.8 SSW, CO US","38.5089","-106.0147","2311.6","2022-08-13",,,,,"0.0",",,N","0.0",",,N",,,,,,
"US1COCF0055","SALIDA 1.8 SSW, CO US","38.5089","-106.0147","2311.6","2022-08-14",,,,,"6.6",",,N",,,,,,,,
"US1COCF0055","SALIDA 1.8 SSW, CO US","38.5089","-106.0147","2311.6","2022-08-15",,,,,"0.0",",,N","0.0",",,N",,,,,,
"US1COCF0055","SALIDA 1.8 SSW, CO US","38.5089","-106.0147","2311.6","2022-08-16",,,,,"1.0",",,N",,,,,,,,
"US1COCF0055","SALIDA 1.8 SSW, CO US","38.5089","-106.0147","2311.6","2022-08-17",,,,,"6.9",",,N",,,,,,,,
"US1COCF0055","SALIDA 1.8 SSW, CO US","38.5089","-106.0147","2311.6","2022-08-18",,,,,"0.3",",,N",,,,,,,,
"US1COCF0055","SALIDA 1.8 SSW, CO US","38.5089","-106.0147","2311.6","2022-08-19",,,,,"0.0",",,N","0.0",",,N",,,,,,
"US1COCF0055","SALIDA 1.8 SSW, CO US","38.5089","-106.0147","2311.6","2022-08-20",,,,,"3.3",",,N",,,,,,,,
"US1COCF0055","SALIDA 1.8 SSW, CO US","38.5089","-106.0147","2311.6","2022-08-21",,,,,"5.3",",,N",,,,,,,,
"US1COCF0055","SALIDA 1.8 SSW, CO US","38.5089","-106.0147","2311.6","2022-08-22",,,,,"3.8",",,N",,,,,,,,
"US1COCF0055","SALIDA 1.8 SSW, CO US","38.5089","-106.0147","2311.6","2022-08-23",,,,,"15.2",",,N",,,,,,,,
"US1COCF0055","SALIDA 1.8 SSW, CO US","38.5089","-106.0147","2311.6","2022-08-24",,,,,"0.8",",,N",,,,,,,,
"US1COCF0055","SALIDA 1.8 SSW, CO US","38.5089","-106.0147","2311.6","2022-08-25",,,,,"2.3",",,N",,,,,,,,
"US1COCF0055","SALIDA 1.8 SSW, CO US","38.5089","-106.0147","2311.6","2022-08-26",,,,,"0.3",",,N",,,,,,,,
"US1COCF0055","SALIDA 1.8 SSW, CO US","38.5089","-106.0147","2311.6","2022-08-27",,,,,"7.4",",,N",,,,,,,,
"US1COCF0055","SALIDA 1.8 SSW, CO US","38.5089","-106.0147","2311.6","2022-08-28",,,,,"0.0",",,N","0.0",",,N",,,,,,
"US1COCF0055","SALIDA 1.8 SSW, CO US","38.5089","-106.0147","2311.6","2022-08-29",,,,,"1.8",",,N",,,,,,,,
"US1COCF0055","SALIDA 1.8 SSW, CO US","38.5089","-106.0147","2311.6","2022-08-30",,,,,"0.0",",,N","0.0",",,N",,,,,,
"US1COCF0055","SALIDA 1.8 SSW, CO US","38.5089","-106.0147","2311.6","2022-08-31",,,,,"0.0",",,N","0.0",",,N",,,,,,
