"TestId","TagId","Date","Time","No.Nodes","x.est","y.est","x.ci.lower","x.ci.upper","y.ci.lower","y.ci.upper"
"2D1E072A 2022-01-19 18:18:00","2D1E072A","2022-01-19","18:18:00",7,411364.571687528,4261704.74652066,411301.880098962,411427.263276094,4261646.10912638,4261763.38391494
"2D1E072A 2022-01-19 18:21:00","2D1E072A","2022-01-19","18:21:00",7,411361.883322607,4261696.66147207,411308.725150159,411415.041495055,4261649.0211489,4261744.30179525
"2D1E072A 2022-01-19 18:24:00","2D1E072A","2022-01-19","18:24:00",7,411369.918166917,4261708.00170286,411308.082940928,411431.753392906,4261647.40511382,4261768.5982919
"2D1E072A 2022-01-19 18:27:00","2D1E072A","2022-01-19","18:27:00",7,411359.712539604,4261700.3467144,411299.748017323,411419.677061885,4261646.67475091,4261754.0186779
"2D1E072A 2022-01-19 18:30:00","2D1E072A","2022-01-19","18:30:00",7,411357.602410144,4261698.00376325,411295.947567682,411419.257252606,4261643.6810623,4261752.32646421
"2D1E072A 2022-01-19 18:33:00","2D1E072A","2022-01-19","18:33:00",7,411357.37479165,4261687.3409489,411291.705342036,411423.044241263,4261630.18123905,4261744.50065874
"2D1E072A 2022-01-19 18:36:00","2D1E072A","2022-01-19","18:36:00",7,411352.788742009,4261683.32619341,411280.598283577,411424.979200441,4261621.09523785,4261745.55714898
"2D1E072A 2022-01-19 18:39:00","2D1E072A","2022-01-19","18:39:00",7,411356.687677059,4261683.21839968,411298.340335373,411415.035018744,4261632.56497279,4261733.87182657
"2D1E072A 2022-01-19 18:42:00","2D1E072A","2022-01-19","18:42:00",5,411375.853741525,4261777.46174452,411249.982201157,411501.725281894,4261660.85679118,4261894.06669786
"2D1E072A 2022-01-19 18:45:00","2D1E072A","2022-01-19","18:45:00",4,411611.809184401,4261727.57673917,411279.097935977,411944.520432824,4261229.16926318,4262225.98421516
"2D1E072A 2022-01-19 18:48:00","2D1E072A","2022-01-19","18:48:00",6,411373.826149722,4261693.22840864,411271.271152917,411476.381146527,4261612.36775914,4261774.08905814
"2D1E072A 2022-01-19 18:51:00","2D1E072A","2022-01-19","18:51:00",4,411422.197334904,4261697.27257614,411285.886162353,411558.508507455,4261583.75467522,4261810.79047706
"2D1E072A 2022-01-19 18:54:00","2D1E072A","2022-01-19","18:54:00",5,411197.629679435,4261798.36983222,411007.507975285,411387.751383586,4261613.47221928,4261983.26744516
"2D1E072A 2022-01-19 18:57:00","2D1E072A","2022-01-19","18:57:00",6,411227.729405466,4261760.56047961,411152.609501595,411302.849309337,4261655.535314,4261865.58564522
"2D1E072A 2022-01-19 19:00:00","2D1E072A","2022-01-19","19:00:00",3,411268.008845216,4261846.69840739,410330.924941952,412205.09274848,4261376.62453731,4262316.77227747
"2D1E072A 2022-01-19 19:03:00","2D1E072A","2022-01-19","19:03:00",6,411556.519607337,4261643.77907737,411455.781353349,411657.257861326,4261510.40249128,4261777.15566347
"2D1E072A 2022-01-19 19:06:00","2D1E072A","2022-01-19","19:06:00",5,411551.384620737,4261614.06708758,411508.785652088,411593.983589385,4261566.50430067,4261661.62987449
"2D1E072A 2022-01-19 19:09:00","2D1E072A","2022-01-19","19:09:00",4,411544.285570521,4261634.22514582,411433.224580711,411655.34656033,4261511.64973207,4261756.80055957
"2D1E072A 2022-01-19 19:12:00","2D1E072A","2022-01-19","19:12:00",6,411433.837120961,4261554.92890028,411367.025224998,411500.649016924,4261503.70656119,4261606.15123937
"2D1E072A 2022-01-19 19:15:00","2D1E072A","2022-01-19","19:15:00",6,411499.32006337,4261609.96274374,411374.546271924,411624.093854816,4261514.04195868,4261705.8835288
"2D1E072A 2022-01-19 19:18:00","2D1E072A","2022-01-19","19:18:00",5,411440.74416421,4261527.91684343,411399.899233711,411481.58909471,4261489.54402807,4261566.2896588
"2D1E072A 2022-01-19 19:21:00","2D1E072A","2022-01-19","19:21:00",5,411510.113649724,4261668.94519118,411036.986140339,411983.24115911,4261362.86001155,4261975.03037081
"2D1E072A 2022-01-19 19:24:00","2D1E072A","2022-01-19","19:24:00",4,411400.799267487,4261473.09325618,411302.514128254,411499.08440672,4261300.87468393,4261645.31182842
"2D1E072A 2022-01-19 19:27:00","2D1E072A","2022-01-19","19:27:00",3,411402.106440479,4261509.76155799,410940.991024638,411863.221856321,4260408.17730959,4262611.34580639
"2D1E072A 2022-01-19 19:30:00","2D1E072A","2022-01-19","19:30:00",3,411371.657234002,4261529.82117845,410469.518187578,412273.796280427,4260275.05677725,4262784.58557966
"2D1E072A 2022-01-19 19:33:00","2D1E072A","2022-01-19","19:33:00",3,411386.616531652,4261520.19054339,410711.860805465,412061.372257839,4260342.24783692,4262698.13324986
"2D1E072A 2022-01-19 19:36:00","2D1E072A","2022-01-19","19:36:00",5,411539.359366173,4261324.89527527,411182.545404222,411896.173328124,4261009.10880623,4261640.6817443
"2D1E072A 2022-01-19 19:39:00","2D1E072A","2022-01-19","19:39:00",6,411537.229946296,4261579.77433639,411380.808932325,411693.650960268,4261443.4425923,4261716.10608048
"2D1E072A 2022-01-19 19:42:00","2D1E072A","2022-01-19","19:42:00",4,411398.05210847,4261350.91658517,411226.552984076,411569.551232863,4261228.14344923,4261473.68972111
"2D1E072A 2022-01-19 19:45:00","2D1E072A","2022-01-19","19:45:00",4,411416.5077268,4261361.62950004,411274.601514572,411558.413939028,4261255.66340933,4261467.59559075
"2D1E072A 2022-01-19 19:48:00","2D1E072A","2022-01-19","19:48:00",4,411357.693816512,4261369.12502956,411088.573998734,411626.813634291,4261149.84437602,4261588.4056831
"2D1E072A 2022-01-19 19:51:00","2D1E072A","2022-01-19","19:51:00",5,411524.715703675,4261610.74108079,411364.718871321,411684.712536029,4261473.03764697,4261748.44451462
"2D1E072A 2022-01-19 19:57:00","2D1E072A","2022-01-19","19:57:00",5,411754.723494598,4261657.20898389,411261.826209328,412247.620779868,4261052.40762154,4262262.01034625
"2D1E072A 2022-01-19 20:03:00","2D1E072A","2022-01-19","20:03:00",3,411706.219290696,4261421.94791077,409304.903454755,414107.535126636,4255816.14001,4267027.75581154
"2D1E072A 2022-01-19 20:09:00","2D1E072A","2022-01-19","20:09:00",4,411797.273305903,4261566.74064422,410416.996156692,413177.550455113,4258454.53843705,4264678.9428514
"2D1E072A 2022-01-19 20:27:00","2D1E072A","2022-01-19","20:27:00",3,411562.081505517,4261587.32069657,411514.372376406,411609.790634628,4261543.15007316,4261631.49131998
"2D1E072A 2022-01-19 20:30:00","2D1E072A","2022-01-19","20:30:00",4,411516.473353953,4261333.82579286,411216.181698997,411816.765008909,4261136.21924389,4261531.43234182
"2D1E072A 2022-01-19 20:33:00","2D1E072A","2022-01-19","20:33:00",4,411435.824220351,4261344.07835999,411146.710017028,411724.938423674,4261151.01976612,4261537.13695387
"2D1E072A 2022-01-19 20:36:00","2D1E072A","2022-01-19","20:36:00",4,411509.866484488,4261352.78770432,411352.757072175,411666.975896801,4261240.67461559,4261464.90079305
"2D1E072A 2022-01-19 20:39:00","2D1E072A","2022-01-19","20:39:00",4,411519.068067081,4261374.27474516,411395.549563068,411642.586571094,4261273.21375923,4261475.33573109
"2D1E072A 2022-01-19 20:42:00","2D1E072A","2022-01-19","20:42:00",4,411475.255050691,4261338.68134409,411250.414370183,411700.095731198,4261194.5014155,4261482.86127268
"2D1E072A 2022-01-19 20:45:00","2D1E072A","2022-01-19","20:45:00",4,411452.855517883,4261332.61283922,411187.558103773,411718.152931994,4261167.08213602,4261498.14354243
"2D1E072A 2022-01-19 20:48:00","2D1E072A","2022-01-19","20:48:00",4,411464.302574178,4261344.21548692,411303.165132873,411625.440015482,4261238.17973699,4261450.25123685
"2D1E072A 2022-01-19 20:51:00","2D1E072A","2022-01-19","20:51:00",4,411475.241945569,4261326.72484136,411281.588011312,411668.895879825,4261209.29899758,4261444.15068513
"2D1E072A 2022-01-19 20:54:00","2D1E072A","2022-01-19","20:54:00",4,411307.458233311,4261329.02195594,410605.069736125,412009.846730497,4260735.01161872,4261923.03229316
"2D1E072A 2022-01-19 20:57:00","2D1E072A","2022-01-19","20:57:00",4,411476.016531784,4261348.41396575,411374.811872939,411577.221190629,4261280.38693186,4261416.44099964
"2D1E072A 2022-01-19 21:00:00","2D1E072A","2022-01-19","21:00:00",4,411436.779812878,4261312.3396272,411048.460269927,411825.099355829,4261089.44153727,4261535.23771712
"2D1E072A 2022-01-19 21:03:00","2D1E072A","2022-01-19","21:03:00",5,411369.212177146,4261348.52138958,411233.401610816,411505.022743475,4261217.78260958,4261479.26016959
"2D1E072A 2022-01-19 21:06:00","2D1E072A","2022-01-19","21:06:00",6,411517.201653951,4261563.86557555,411386.354582569,411648.048725334,4261449.74570606,4261677.98544504
"2D1E072A 2022-01-19 21:09:00","2D1E072A","2022-01-19","21:09:00",5,411538.98355561,4261608.67291693,411328.47179561,411749.495315609,4261425.34630338,4261791.99953049
"2D1E072A 2022-01-19 22:42:00","2D1E072A","2022-01-19","22:42:00",5,411585.582088907,4261691.32323863,411143.459938169,412027.704239645,4261368.64456217,4262014.00191509
"2D1E072A 2022-01-19 22:45:00","2D1E072A","2022-01-19","22:45:00",3,411437.215430221,4261633.79087374,410687.18851584,412187.242344603,4261353.98585469,4261913.59589279
"2D1E072A 2022-01-19 23:03:00","2D1E072A","2022-01-19","23:03:00",3,411555.836503062,4261316.18437637,410644.586352505,412467.086653618,4260852.02292513,4261780.34582761
"2D1E072A 2022-01-19 23:06:00","2D1E072A","2022-01-19","23:06:00",4,411542.551191801,4261278.85236979,411146.381934985,411938.720448617,4261062.92377491,4261494.78096467
"2D1E072A 2022-01-19 23:09:00","2D1E072A","2022-01-19","23:09:00",4,411462.761102501,4261299.10887153,411093.63804589,411831.884159113,4261101.40372515,4261496.81401791
"2D1E072A 2022-01-20 09:06:00","2D1E072A","2022-01-20","09:06:00",3,411679.092133837,4261720.66401072,397837.457677405,425520.726590269,4253635.37490523,4269805.95311622
"2D1E072A 2022-01-20 10:09:00","2D1E072A","2022-01-20","10:09:00",3,411526.094026937,4261638.54636299,409639.666436941,413412.521616933,4260909.23292779,4262367.85979819
"2D1E072A 2022-01-20 10:15:00","2D1E072A","2022-01-20","10:15:00",3,411318.134045062,4261534.44756806,411053.964321864,411582.30376826,4260954.81777206,4262114.07736406
"2D1E072A 2022-01-20 10:30:00","2D1E072A","2022-01-20","10:30:00",3,411359.012768624,4261512.0606311,411334.433918662,411383.591618586,4261456.7176849,4261567.40357729
"2D1E072A 2022-01-20 10:48:00","2D1E072A","2022-01-20","10:48:00",4,411772.871736289,4261546.93688782,411250.214619719,412295.528852858,4260528.58342428,4262565.29035136
"2D1E072A 2022-01-20 10:51:00","2D1E072A","2022-01-20","10:51:00",4,411790.056673703,4261474.08223504,411623.551400074,411956.561947332,4261189.48616764,4261758.67830244
"2D1E072A 2022-01-20 10:54:00","2D1E072A","2022-01-20","10:54:00",3,411590.458610749,4261675.1334786,409962.762508003,413218.154713495,4260673.80551636,4262676.46144083
"2D1E072A 2022-01-20 10:57:00","2D1E072A","2022-01-20","10:57:00",3,411816.015309926,4261466.515423,411441.646594949,412190.384024904,4260875.52499287,4262057.50585312
"2D1E072A 2022-01-20 11:00:00","2D1E072A","2022-01-20","11:00:00",4,411475.487635081,4261650.42389697,410984.270170923,411966.705099239,4261264.67479207,4262036.17300187
"2D1E072A 2022-01-20 11:03:00","2D1E072A","2022-01-20","11:03:00",3,411567.439067216,4261572.13385165,411306.593080254,411828.285054179,4261384.37605986,4261759.89164345
"2D1E072A 2022-01-20 11:12:00","2D1E072A","2022-01-20","11:12:00",3,411582.630517052,4261577.73930501,411440.360358178,411724.900675925,4261421.79678472,4261733.68182531
"2D1E072A 2022-01-20 11:15:00","2D1E072A","2022-01-20","11:15:00",3,411544.942249809,4261594.59960495,411451.261950396,411638.622549221,4261549.95837236,4261639.24083753
"2D1E072A 2022-01-20 11:18:00","2D1E072A","2022-01-20","11:18:00",4,411652.432955781,4261635.76967017,411295.5104967,412009.355414861,4261351.97161855,4261919.56772179
"2D1E072A 2022-01-20 11:39:00","2D1E072A","2022-01-20","11:39:00",3,411504.736833661,4261243.72230012,409823.032124608,413186.441542714,4260657.65326818,4261829.79133206
"2D1E072A 2022-01-20 11:45:00","2D1E072A","2022-01-20","11:45:00",3,411696.40679101,4261345.67755035,410678.836065764,412713.977516256,4260691.98555969,4261999.36954101
"2D1E072A 2022-01-20 11:51:00","2D1E072A","2022-01-20","11:51:00",4,411588.374124884,4261646.05519189,411432.683076764,411744.065173005,4261540.08590569,4261752.02447808
"2D1E072A 2022-01-20 11:54:00","2D1E072A","2022-01-20","11:54:00",3,411602.568132578,4261342.01524784,411111.519733562,412093.616531594,4261080.24606926,4261603.78442642
"2D1E072A 2022-01-20 11:57:00","2D1E072A","2022-01-20","11:57:00",3,411638.143761426,4261373.51944269,411129.86134916,412146.426173693,4261069.05796549,4261677.98091989
"2D1E072A 2022-01-20 12:00:00","2D1E072A","2022-01-20","12:00:00",3,411647.544584791,4261381.60528723,410942.117301989,412352.971867592,4260942.91723893,4261820.29333554
"2D1E072A 2022-01-20 12:03:00","2D1E072A","2022-01-20","12:03:00",3,411645.673118379,4261374.62105273,410962.627219885,412328.719016874,4260962.79899108,4261786.44311438
"2D1E072A 2022-01-20 12:06:00","2D1E072A","2022-01-20","12:06:00",3,411669.298042922,4261299.82679038,410336.503402402,413002.092683441,4260070.02177143,4262529.63180933
"2D1E072A 2022-01-20 12:09:00","2D1E072A","2022-01-20","12:09:00",3,411620.911054976,4261183.38899567,410939.205778479,412302.616331472,4260969.6575874,4261397.12040394
"2D1E072A 2022-01-20 12:12:00","2D1E072A","2022-01-20","12:12:00",3,411677.820495264,4261246.54462029,411555.859907833,411799.781082695,4261161.02119328,4261332.0680473
"2D1E072A 2022-01-20 12:15:00","2D1E072A","2022-01-20","12:15:00",3,411716.405356843,4261232.22857965,410193.398647747,413239.41206594,4259996.18008635,4262468.27707295
"2D1E072A 2022-01-20 12:18:00","2D1E072A","2022-01-20","12:18:00",3,411677.370830828,4261215.48261271,410713.942375225,412640.799286431,4260643.71862695,4261787.24659846
"2D1E072A 2022-01-20 12:21:00","2D1E072A","2022-01-20","12:21:00",3,411728.014364217,4261206.15669861,408894.11653835,414561.912190085,4259037.75535668,4263374.55804055
"2D1E072A 2022-01-20 12:24:00","2D1E072A","2022-01-20","12:24:00",4,411652.874766144,4261349.5626845,411378.46484192,411927.284690368,4261114.88493342,4261584.24043558
"2D1E072A 2022-01-20 12:27:00","2D1E072A","2022-01-20","12:27:00",4,411615.693712038,4261551.31972845,411356.315586776,411875.0718373,4261317.88091556,4261784.75854133
"2D1E072A 2022-01-20 12:30:00","2D1E072A","2022-01-20","12:30:00",4,411632.792203857,4261550.66171727,411316.366807141,411949.217600574,4261264.29110059,4261837.03233395
"2D1E072A 2022-01-20 12:33:00","2D1E072A","2022-01-20","12:33:00",4,411604.570895106,4261553.21627604,411380.403529272,411828.73826094,4261351.83463002,4261754.59792206
"2D1E072A 2022-01-20 12:36:00","2D1E072A","2022-01-20","12:36:00",4,411549.813623037,4261524.14563257,411480.744412726,411618.882833348,4261404.79663403,4261643.49463111
"2D1E072A 2022-01-20 12:39:00","2D1E072A","2022-01-20","12:39:00",3,411730.097313838,4261432.07292529,411231.710667965,412228.483959712,4260822.77777638,4262041.3680742
"2D1E072A 2022-01-20 12:42:00","2D1E072A","2022-01-20","12:42:00",3,411792.994637466,4261462.68385463,411540.152883702,412045.836391231,4261037.07312919,4261888.29458008
"2D1E072A 2022-01-20 12:45:00","2D1E072A","2022-01-20","12:45:00",3,411790.872540025,4261464.58784633,411605.353314693,411976.391765356,4261153.20110452,4261775.97458815
"2D1E072A 2022-01-20 12:48:00","2D1E072A","2022-01-20","12:48:00",3,411765.675449107,4261454.8172267,411636.861585705,411894.489312509,4261262.79076416,4261646.84368925
"2D1E072A 2022-01-20 12:51:00","2D1E072A","2022-01-20","12:51:00",3,411758.783418238,4261456.2633886,411588.549042948,411929.017793528,4261206.51506686,4261706.01171034
"2D1E072A 2022-01-20 12:54:00","2D1E072A","2022-01-20","12:54:00",3,411823.111934941,4261486.51260539,411237.419828676,412408.804041205,4260260.27844602,4262712.74676476
"2D1E072A 2022-01-20 12:57:00","2D1E072A","2022-01-20","12:57:00",3,411722.859902398,4261429.43773951,411019.222559794,412426.497245001,4260602.98583517,4262255.88964385
"2D1E072A 2022-01-20 13:00:00","2D1E072A","2022-01-20","13:00:00",4,411776.853919204,4261441.10161021,411556.935040525,411996.772797884,4261090.47157269,4261791.73164774
"2D1E072A 2022-01-20 13:03:00","2D1E072A","2022-01-20","13:03:00",4,411495.107028168,4261650.8948512,411093.293987942,411896.920068394,4261353.38114737,4261948.40855503
"2D1E072A 2022-01-20 13:06:00","2D1E072A","2022-01-20","13:06:00",4,411559.717101309,4261356.7763279,411464.265892403,411655.168310216,4261278.20376067,4261435.34889513
"2D1E072A 2022-01-20 13:09:00","2D1E072A","2022-01-20","13:09:00",4,411560.912489488,4261358.34767263,411484.040128572,411637.784850403,4261294.28723021,4261422.40811506
"2D1E072A 2022-01-20 13:12:00","2D1E072A","2022-01-20","13:12:00",4,411554.876441945,4261351.44075521,411476.176906305,411633.575977584,4261289.37213594,4261413.50937448
"2D1E072A 2022-01-20 13:15:00","2D1E072A","2022-01-20","13:15:00",4,411545.090887002,4261357.41757438,411476.772814371,411613.408959633,4261302.95426611,4261411.88088266
"2D1E072A 2022-01-20 13:18:00","2D1E072A","2022-01-20","13:18:00",5,411641.528406235,4261620.99731688,411455.939322385,411827.117490086,4261445.39764093,4261796.59699284
"2D1E072A 2022-01-20 13:21:00","2D1E072A","2022-01-20","13:21:00",3,411595.194614852,4261582.50151638,410924.725417932,412265.663811772,4260927.67904882,4262237.32398394
"2D1E072A 2022-01-20 13:24:00","2D1E072A","2022-01-20","13:24:00",3,411739.949118757,4261421.31470696,411606.34051956,411873.557717953,4261262.87420892,4261579.755205
"2D1E072A 2022-01-20 13:27:00","2D1E072A","2022-01-20","13:27:00",3,411650.682309015,4261384.63733162,411340.16694209,411961.197675939,4261188.33302381,4261580.94163944
"2D1E072A 2022-01-20 13:30:00","2D1E072A","2022-01-20","13:30:00",3,411640.802151254,4261380.3197192,411266.262512554,412015.341789954,4261149.25770906,4261611.38172934
"2D1E072A 2022-01-20 13:33:00","2D1E072A","2022-01-20","13:33:00",3,411656.591891677,4261379.18420031,411183.84899155,412129.334791805,4261083.31157685,4261675.05682377
"2D1E072A 2022-01-20 13:36:00","2D1E072A","2022-01-20","13:36:00",3,411645.570724693,4261369.26373743,411085.029206401,412206.112242985,4261038.91510832,4261699.61236655
"2D1E072A 2022-01-20 13:39:00","2D1E072A","2022-01-20","13:39:00",5,411570.025398754,4261587.0626604,411421.425884274,411718.624913234,4261444.91254578,4261729.21277501
"2D1E072A 2022-01-20 13:42:00","2D1E072A","2022-01-20","13:42:00",3,411555.516954364,4261627.28369907,411531.010803072,411580.023105656,4261609.46599958,4261645.10139856
"2D1E072A 2022-01-20 13:45:00","2D1E072A","2022-01-20","13:45:00",5,411603.967100188,4261667.52926525,411149.061014171,412058.873186206,4261379.00839614,4261956.05013436
"2D1E072A 2022-01-20 13:48:00","2D1E072A","2022-01-20","13:48:00",4,411809.181330511,4261450.71919874,411524.104556941,412094.258104081,4260930.59986628,4261970.83853119
"2D1E072A 2022-01-20 13:51:00","2D1E072A","2022-01-20","13:51:00",5,411498.018889593,4261653.44644569,411335.74624135,411660.291537835,4261543.28017397,4261763.6127174
"2D1E072A 2022-01-20 13:54:00","2D1E072A","2022-01-20","13:54:00",6,411563.621536167,4261614.14079549,411444.432837234,411682.8102351,4261449.34115379,4261778.94043719
"2D1E072A 2022-01-20 13:57:00","2D1E072A","2022-01-20","13:57:00",4,411239.36812134,4261921.92146659,410963.481763056,411515.254479624,4261782.55815569,4262061.28477749
"2D1E072A 2022-01-20 14:00:00","2D1E072A","2022-01-20","14:00:00",3,411199.163861278,4261913.7691259,409296.660621104,413101.667101453,4261130.94717145,4262696.59108036
"2D1E072A 2022-01-20 14:06:00","2D1E072A","2022-01-20","14:06:00",3,411167.510260117,4261932.51415447,408384.108993765,413950.911526469,4260634.2208434,4263230.80746554
"2D1E072A 2022-01-20 14:09:00","2D1E072A","2022-01-20","14:09:00",6,411492.943301265,4261626.05309058,411396.091930277,411589.794672253,4261527.44319803,4261724.66298312
"2D1E072A 2022-01-20 14:12:00","2D1E072A","2022-01-20","14:12:00",3,411259.558247813,4261876.28283063,410417.347014069,412101.769481557,4261531.94875268,4262220.61690859
"2D1E072A 2022-01-20 14:15:00","2D1E072A","2022-01-20","14:15:00",3,411264.431740501,4261871.97065963,410564.575434982,411964.288046019,4261578.28639557,4262165.65492369
"2D1E072A 2022-01-20 14:18:00","2D1E072A","2022-01-20","14:18:00",3,411261.328629696,4261864.9582155,410867.404940008,411655.252319383,4261691.62760443,4262038.28882657
"2D1E072A 2022-01-20 14:21:00","2D1E072A","2022-01-20","14:21:00",3,411263.697409159,4261850.36559517,411193.336262894,411334.058555424,4261816.03254391,4261884.69864643
"2D1E072A 2022-01-20 14:24:00","2D1E072A","2022-01-20","14:24:00",3,411256.09637846,4261878.73007034,410258.079709441,412254.113047479,4261476.00401693,4262281.45612375
"2D1E072A 2022-01-20 14:27:00","2D1E072A","2022-01-20","14:27:00",3,411262.25665822,4261874.083853,410373.846377535,412150.666938906,4261506.14384668,4262242.02385931
"2D1E072A 2022-01-20 14:30:00","2D1E072A","2022-01-20","14:30:00",3,411242.842183908,4261883.71441085,410278.550268137,412207.134099679,4261499.43617349,4262267.9926482
"2D1E072A 2022-01-20 14:33:00","2D1E072A","2022-01-20","14:33:00",3,411245.546924474,4261883.31374386,410570.000101307,411921.093747641,4261614.75003917,4262151.87744854
"2D1E072A 2022-01-20 14:36:00","2D1E072A","2022-01-20","14:36:00",3,411259.443352206,4261883.4962184,410273.78964602,412245.097058392,4261498.0972627,4262268.8951741
"2D1E072A 2022-01-20 14:39:00","2D1E072A","2022-01-20","14:39:00",3,411215.095444237,4261893.81729791,410259.123057945,412171.06783053,4261499.29656686,4262288.33802895
"2D1E072A 2022-01-20 14:42:00","2D1E072A","2022-01-20","14:42:00",3,411254.395903285,4261873.68944296,410850.958278186,411657.833528384,4261705.45803686,4262041.92084906
"2D1E072A 2022-01-20 14:45:00","2D1E072A","2022-01-20","14:45:00",3,411240.009542759,4261895.99182939,409869.795275457,412610.223810061,4261382.29523596,4262409.68842282
"2D1E072A 2022-01-20 14:48:00","2D1E072A","2022-01-20","14:48:00",3,411240.14228127,4261869.81791692,411081.917083377,411398.367479163,4261801.11405885,4261938.52177499
"2D1E072A 2022-01-20 14:51:00","2D1E072A","2022-01-20","14:51:00",3,411241.123344316,4261879.70432894,410841.942331743,411640.304356889,4261716.42357689,4262042.98508099
"2D1E072A 2022-01-20 14:54:00","2D1E072A","2022-01-20","14:54:00",3,411243.579601022,4261883.7521321,410464.4841651,412022.675036944,4261573.75932902,4262193.74493519
"2D1E072A 2022-01-20 14:57:00","2D1E072A","2022-01-20","14:57:00",3,411234.889310768,4261880.49114083,410785.40097067,411684.377650867,4261695.03711353,4262065.94516814
"2D1E072A 2022-01-20 15:00:00","2D1E072A","2022-01-20","15:00:00",3,411253.340999801,4261870.97774662,411193.12072065,411313.561278951,4261845.40828475,4261896.54720848
"2D1E072A 2022-01-20 15:03:00","2D1E072A","2022-01-20","15:03:00",3,411209.444603707,4261881.49501703,410982.956609429,411435.932597985,4261780.20353935,4261982.7864947
"2D1E072A 2022-01-20 15:06:00","2D1E072A","2022-01-20","15:06:00",3,411184.051717205,4261878.97718448,411038.134414248,411329.969020162,4261803.80358116,4261954.15078781
"2D1E072A 2022-01-20 15:09:00","2D1E072A","2022-01-20","15:09:00",3,411188.382876608,4261881.25667979,410835.396251238,411541.369501979,4261705.49671761,4262057.01664198
"2D1E072A 2022-01-20 15:12:00","2D1E072A","2022-01-20","15:12:00",3,411139.995007282,4261892.0572814,410276.088364985,412003.901649578,4261334.81335643,4262449.30120637
"2D1E072A 2022-01-20 15:15:00","2D1E072A","2022-01-20","15:15:00",6,411521.636451715,4261640.18602338,411386.692822097,411656.580081333,4261491.00265341,4261789.36939334
"2D1E072A 2022-01-20 15:18:00","2D1E072A","2022-01-20","15:18:00",4,411574.591949236,4261686.94654279,411299.41907895,411849.764819522,4261227.75791493,4262146.13517064
"2D1E072A 2022-01-20 15:21:00","2D1E072A","2022-01-20","15:21:00",3,411607.158187179,4261832.05457099,410454.020895248,412760.29547911,4260263.19359421,4263400.91554777
"2D1E072A 2022-01-20 15:24:00","2D1E072A","2022-01-20","15:24:00",3,411590.633437367,4261793.86870748,411122.906342491,412058.360532243,4261117.35380961,4262470.38360535
"2D1E072A 2022-01-20 15:27:00","2D1E072A","2022-01-20","15:27:00",3,411644.848107258,4261754.0949355,410879.852165564,412409.844048953,4260071.42729613,4263436.76257486
"2D1E072A 2022-01-20 15:30:00","2D1E072A","2022-01-20","15:30:00",3,411649.259662542,4261652.19057485,410526.556719123,412771.962605961,4259627.72523124,4263676.65591846
"2D1E072A 2022-01-20 15:36:00","2D1E072A","2022-01-20","15:36:00",3,411362.218124996,4261823.26260242,410795.001784702,411929.43446529,4261297.03542494,4262349.4897799
"2D1E072A 2022-01-20 15:39:00","2D1E072A","2022-01-20","15:39:00",3,411504.691185293,4261829.6604812,411080.739764133,411928.642606452,4261369.1054274,4262290.215535
"2D1E072A 2022-01-20 15:42:00","2D1E072A","2022-01-20","15:42:00",3,411600.711689042,4261817.49426335,411171.964826948,412029.458551135,4260900.97365265,4262734.01487405
"2D1E072A 2022-01-20 15:45:00","2D1E072A","2022-01-20","15:45:00",3,411593.23578177,4261623.57687133,410803.240883144,412383.230680395,4260660.04052665,4262587.113216
"2D1E072A 2022-01-20 15:51:00","2D1E072A","2022-01-20","15:51:00",3,411468.348038542,4261841.73803212,410536.895057967,412399.801019117,4261347.23741431,4262336.23864993
"2D1E072A 2022-01-20 15:54:00","2D1E072A","2022-01-20","15:54:00",3,411458.068456172,4261826.34107604,410474.076711827,412442.060200517,4261256.28749057,4262396.39466152
"2D1E072A 2022-01-20 15:57:00","2D1E072A","2022-01-20","15:57:00",3,411434.931949924,4261815.85864215,410772.098821548,412097.765078299,4261387.95150133,4262243.76578297
"2D1E072A 2022-01-20 16:00:00","2D1E072A","2022-01-20","16:00:00",3,411609.839044165,4261745.44203715,411227.951382214,411991.726706117,4260728.76541777,4262762.11865652
"2D1E072A 2022-01-20 16:03:00","2D1E072A","2022-01-20","16:03:00",3,411613.66289962,4261688.56408269,411488.899251022,411738.426548218,4261317.48435794,4262059.64380745
"2D1E072A 2022-01-20 16:06:00","2D1E072A","2022-01-20","16:06:00",3,411493.792362141,4261839.72399418,410396.826785468,412590.757938814,4261202.33484186,4262477.1131465
"2D1E072A 2022-01-20 16:09:00","2D1E072A","2022-01-20","16:09:00",3,411471.379981212,4261834.07643801,410478.877812837,412463.882149586,4261281.83856395,4262386.31431207
"2D1E072A 2022-01-20 16:12:00","2D1E072A","2022-01-20","16:12:00",3,411578.602846391,4261693.33714516,411187.567035222,411969.63865756,4260752.86806098,4262633.80622934
"2D1E072A 2022-01-20 16:15:00","2D1E072A","2022-01-20","16:15:00",3,411487.839732674,4261828.71518989,410537.756130888,412437.923334461,4261263.55660665,4262393.87377313
"2D1E072A 2022-01-20 16:18:00","2D1E072A","2022-01-20","16:18:00",3,411437.309451074,4261805.37548819,410619.443386446,412255.175515701,4261225.05433039,4262385.69664599
"2D1E072A 2022-01-20 16:21:00","2D1E072A","2022-01-20","16:21:00",3,411437.139711265,4261801.55639998,410736.608529538,412137.670892992,4261285.35790298,4262317.75489699
